,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,host_temperature,host_radius,host_mass,right_ascension,declination
3913,Kepler-916 b,2710.0,3.75 Earths,15.363,2016,Super Earth,1.76 x Earth,0.1885 AU,32.3 days,0,Kepler-97,Transit,5779.0,0.98,0.94,19h09m18.37s,+48d40m24.04s
3914,Kepler-917 b,11288.0,4.31 Earths,15.896,2016,Super Earth,1.91 x Earth,0.0378 AU,3 days,0,Kepler-97,Radial Velocity,5779.0,0.98,0.94,19h09m18.37s,+48d40m24.04s
3915,Kepler-918 b,3344.0,3.68 Earths,15.064,2016,Super Earth,1.74 x Earth,0.0569 AU,4.9 days,0,Kepler-970,Transit,4511.0,0.67,0.7,19h18m30.05s,+40d42m31.45s
3916,Kepler-919 b,3653.0,5.69 Earths,14.806,2016,Neptune-like,0.201 x Jupiter,0.0981 AU,11 days,0,Kepler-971,Transit,5431.0,0.85,0.88,18h56m22.70s,+41d10m58.13s
3917,Kepler-92 b,1559.0,0.202 Jupiters,11.671,2013,Gas Giant,0.313 x Jupiter,0.1174 AU,13.7 days,0.17,Kepler-972,Transit,6146.0,1.22,1.15,19h43m18.88s,+43d25m31.57s
3918,Kepler-92 c,1559.0,6.1 Earths,11.671,2013,Neptune-like,0.232 x Jupiter,0.1829 AU,26.7 days,0.04,Kepler-973,Transit,5213.0,0.78,0.86,19h20m39.68s,+49d55m25.73s
3919,Kepler-92 d,1559.0,4.93 Earths,11.671,2015,Super Earth,2.067 x Earth,0.2754 AU,49.4 days,0.07,Kepler-974,Transit,3687.0,0.5,0.52,19h00m03.15s,+40d13m15.44s
3920,Kepler-920 b,3267.0,6.44 Earths,15.492,2016,Neptune-like,0.216 x Jupiter,0.065 AU,6.5 days,0,Kepler-975,Transit,4897.0,0.75,0.8,19h22m11.64s,+38d29m42.87s
3921,Kepler-920 c,3267.0,13.8 Earths,15.492,2016,Neptune-like,0.339 x Jupiter,0.4029 AU,100.8 days,0,Kepler-976,Transit,5232.0,0.83,0.87,19h19m28.71s,+46d43m46.87s
3922,Kepler-921 b,3048.0,8.6 Earths,14.852,2016,Neptune-like,0.256 x Jupiter,0.2716 AU,51.3 days,0,Kepler-977,Transit,5315.0,0.83,0.87,19h26m03.89s,+42d14m53.06s
3923,Kepler-922 b,1749.0,2.6 Earths,13.863,2016,Super Earth,1.42 x Earth,0.0182 AU,0.9 days,0,Kepler-978,Transit,6002.0,1.09,1.07,19h06m50.57s,+43d02m36.09s
3924,Kepler-923 b,3263.0,2.48 Earths,14.124,2016,Super Earth,1.38 x Earth,0.0715 AU,6.9 days,0,Kepler-979,Transit,5310.0,0.83,0.87,20h01m29.09s,+46d24m29.47s
3925,Kepler-924 b,3435.0,9.64 Earths,14.293,2016,Neptune-like,0.274 x Jupiter,0.3359 AU,61 days,0,Kepler-98,Transit,5539.0,1.11,0.99,19h02m38.81s,+37d57m52.44s
3926,Kepler-925 b,1993.0,6.08 Earths,16.025,2016,Neptune-like,0.209 x Jupiter,0.1805 AU,33.9 days,0,Kepler-980,Transit,5935.0,1.06,1.05,19h38m27.12s,+45d03m36.63s
3927,Kepler-926 b,3005.0,5.95 Earths,14.431,2016,Neptune-like,0.206 x Jupiter,0.2739 AU,52.1 days,0,Kepler-981,Transit,5718.0,0.96,0.98,19h16m59.74s,+47d39m00.41s
3928,Kepler-927 b,2713.0,3.61 Earths,14.817,2016,Super Earth,1.72 x Earth,0.0866 AU,9.1 days,0,Kepler-982,Transit,6139.0,1.29,1.16,19h13m40.24s,+46d35m25.63s
3929,Kepler-928 b,1660.0,3.15 Earths,15.586,2016,Super Earth,1.59 x Earth,0.0444 AU,3.9 days,0,Kepler-983,Transit,6052.0,1.08,1.13,19h00m25.01s,+45d00m29.07s
3930,Kepler-929 b,4277.0,1.41 Earths,14.738,2016,Super Earth,1.11 x Earth,0.0192 AU,0.9 days,0,Kepler-984,Transit,5610.0,0.93,0.96,19h47m50.13s,+46d23m38.64s
3931,Kepler-93 b,313.0,4.54426 Earths,9.996,2014,Super Earth,1.569 x Earth,0.053 AU,4.7 days,0,Kepler-985,Transit,5434.0,0.85,0.91,19h20m34.64s,+44d02m59.57s
3932,Kepler-93 c,313.0,3 Jupiters,9.996,2014,Gas Giant,Unknown,Unknown,4 years,0,Kepler-986,Transit,5642.0,0.98,0.96,19h32m22.57s,+42d53m47.20s
3933,Kepler-930 b,2767.0,5.18 Earths,13.89,2016,Neptune-like,2.13 x Earth,0.3475 AU,71.5 days,0,Kepler-987,Transit,5637.0,0.91,0.97,19h17m38.65s,+46d07m51.04s
3934,Kepler-931 b,1598.0,2.33 Earths,14.643,2016,Super Earth,1.33 x Earth,0.0719 AU,8 days,0,Kepler-988,Transit,4005.0,0.53,0.55,19h22m49.98s,+42d14m14.01s
3935,Kepler-932 b,1519.0,2.45 Earths,14.308,2016,Super Earth,1.37 x Earth,0.0279 AU,1.9 days,0,Kepler-989,Transit,5074.0,0.78,0.82,18h46m19.87s,+47d14m00.48s
3936,Kepler-933 b,3318.0,6.62 Earths,15.614,2016,Neptune-like,0.219 x Jupiter,0.1041 AU,14.2 days,0,Kepler-99,Transit,4782.0,0.73,0.79,19h49m24.96s,+41d18m00.16s
3937,Kepler-934 b,1986.0,5.02 Earths,15.238,2016,Super Earth,2.09 x Earth,0.2658 AU,55.7 days,0,Kepler-990,Transit,5948.0,1.08,1.05,19h51m45.16s,+46d52m52.75s
3938,Kepler-935 b,1539.0,2.39 Earths,15.01,2016,Super Earth,1.35 x Earth,0.0527 AU,4.9 days,0,Kepler-990,Transit,5948.0,1.08,1.05,19h51m45.16s,+46d52m52.75s
3939,Kepler-936 b,2686.0,2.7 Earths,14.84,2016,Super Earth,1.45 x Earth,0.0954 AU,10.6 days,0,Kepler-991,Transit,4392.0,0.61,0.64,19h48m21.73s,+49d37m35.35s
3940,Kepler-937 b,5126.0,13.4 Earths,15.405,2016,Neptune-like,0.332 x Jupiter,0.3214 AU,67.7 days,0,Kepler-992,Transit,4944.0,0.74,0.8,18h57m43.30s,+47d38m29.98s
3941,Kepler-937 c,5126.0,7.61 Earths,15.405,2016,Neptune-like,0.238 x Jupiter,0.5545 AU,153.3 days,0,Kepler-993,Transit,3843.0,0.54,0.57,19h30m27.39s,+44d23m40.79s
3942,Kepler-938 b,3856.0,5.56 Earths,15.148,2016,Neptune-like,2.22 x Earth,0.2689 AU,52.6 days,0,Kepler-994,Transit,3934.0,0.54,0.56,19h16m17.30s,+47d24m24.90s
3943,Kepler-939 b,6829.0,3.71 Earths,15.653,2016,Super Earth,1.75 x Earth,0.1153 AU,14.9 days,0,Kepler-995,Transit,5206.0,0.8,0.83,18h58m27.77s,+39d07m51.59s
3944,Kepler-94 b,626.0,10.84 Earths,13.071,2014,Neptune-like,0.313 x Jupiter,0.03106 AU,2.5 days,0,Kepler-996,Transit,6014.0,1.14,1.09,19h27m39.06s,+41d32m00.92s
3945,Kepler-94 c,626.0,9.836 Jupiters,13.071,2014,Gas Giant,1.11 x Jupiter,Unknown,2.2 years,0,Kepler-997,Transit,6150.0,1.56,1.22,19h16m56.01s,+49d56m20.02s
3946,Kepler-940 b,4113.0,11.1 Earths,15.727,2016,Neptune-like,0.298 x Jupiter,0.3059 AU,59.6 days,0,Kepler-998,Transit,6058.0,1.18,1.12,19h47m01.00s,+49d12m31.35s
3947,Kepler-941 b,3550.0,9.69 Earths,15.803,2016,Neptune-like,0.275 x Jupiter,0.1311 AU,17.4 days,0,Kepler-999,Transit,6237.0,1.65,1.29,19h58m38.52s,+46d11m54.48s
